23 Surf Club Road,Park Beach,info@coffsharbourslsc.asn.au,Coffs Harbour SLSC,02 6652 5293,02 6652 3245,North Coast Branch,2450,NSW,www.coffsharbourslsc.asn.au,
N/A,Minnie Water,mail@mwwslsc.org.au,Minnie Water-Wooli SLSC,,02 66498100,North Coast Branch,2460,NSW,www.mwwslsc.org.au,
1 Main Beach Road,Main Beach (Nambucca Heads)5,tnewley@bigpond.com,Nambucca Heads SLSC Inc,(02)65686626,(02)65689186,North Coast Branch,2448,NSW,,
Lawson Street,Red Rock (North),redrockslsc@bigpond.com,Red Rock Corindi SLSC,,02 66491376,North Coast Branch,2456,NSW,www.rrcslsc.org,
Fourth Ave,Sawtell Beach,info@sawtellsurfclub.com.au,Sawtell SLSC Inc,,,North Coast Branch,2452,NSW,www.sawtellsurfclub.com.au,
Hungry Head Road,Hungry Head,vjnugent@bigpond.com,Urunga SLSC,,0266556869,North Coast Branch,2455,NSW,www.urungaslsc.com.au,
47 River Street,Woolgoolga Beach,trevor@woolgoolgaslsc.com,Woolgoolga SLSC,,02 6654 0257,North Coast Branch,2456,NSW,www.woolgoolgaslsc.com,
,,,North West,,,Life Saving Victoria,,Unknown,,
,,,Otway District,,,Life Saving Victoria,,Unknown,,
Collingwood,Apollo Bay,apollobayslsc@yahoo.com.au,Apollo Bay SLSC,,0352376765,Otway District,3233,VIC,www.apollobayslsc.com.au,
Cnr Great Ocean Road and Yarringa Road,,info@fairhavenslsc.org,Fairhaven SLSC,,,Otway District,3231,VIC,www.fairhavenslsc.org,
Great Ocean Road,Kennett River,jason_menz@tac.vic.gov.au,Kennett River SLSC,,0408419812,Otway District,3234,VIC,,
Mountjoy Parade,Lorne,club_administrator@lornesurfclub.com.au,Lorne SLSC,,03 5289 1724,Otway District,3232,VIC,www.lornesurfclub.com.au,
Great Ocean Road,Wye River,barbante@optusnet.com.au,Wye River SLSC,,03 5289 0297,Otway District,3234,VIC,www.wyeriverslsc.asn.au,
Currumbin Creek Road,,pdbsurf@bigpond.com,Point Danger Branch,07 5598 2349,07 5534 6077,Surf Life Saving Queensland,4223,QLD,www.slsqpointdanger.com.au,
257 Golden Four Drive,Bilinga,office@bilingaslsc.com,Bilinga SLSC,07 5534 3730,07 5534 1263,Point Danger Branch,4225,QLD,www.bilingaslsc.com,
Marine Parade,Coolangatta,office@coolangattaslsc.com.au,Coolangatta SLSC,07 5536 7061,07 5536 8474,Point Danger Branch,4225,QLD,www.coolangattaslsc.com.au,
Pacific Parade,Currumbin,administrator@currumbinslsc.com.au,Currumbin SLSC,07 5534 7111,07 5534 2241,Point Danger Branch,4223,QLD,www.currumbinslsc.com.au,
15 Marine Parade,Kirra,kirra@kirraslsc.com,Kirra SLSC,07 5536 9462,07 5536 2787,Point Danger Branch,4225,QLD,www.kirraslsc.com,
Tallebudgera Creek,Tallebudgera Creek,secretary@neptunerlsc.com,Neptune Royal Life Saving Club,,07 5535 7264,Point Danger Branch,4221,QLD,www.neptunerlsc.com,
Pacific Parade,North Kirra,surfclub@northkirra.com.au,North Kirra SLSC,07 5536 2174,07 5536 2876,Point Danger Branch,4225,QLD,,
1291 Gold Coast Highway,Pacific,office@pacificslsc.com,Pacific SLSC,07 5576 1857,07 5535 0350,Point Danger Branch,4221,QLD,www.pacificslsc.com,
117 Jefferson Lane,Palm Beach,administrator@palmbeachsurfclub.com.au,Palm Beach SLSC (QLD),07 5598 4266,07 5534 2180,Point Danger Branch,4221,QLD,www.palmbeachsurfclub.com.au,
2 Snapper Rocks Road,Rainbow Bay,admin@rainbowbayslsc.com,Rainbow Bay SLSC,07 5536 6365,07 5536 6390,Point Danger Branch,4225,QLD,www.rainbowbayslsc.com,
1505 Gold Coast Highway,Tallebudgera,admin@tallesurfclub.net.au,Tallebudgera SLSC,07 5535 9886,07 5576 5866,Point Danger Branch,4221,QLD,www.tallesurfclub.net.au,
29 O`Connor Street,Tugun,surfadmin@tugunslsc.com.au,Tugun SLSC,07 5534 4138,07 5534 2888,Point Danger Branch,4224,QLD,www.tugunslsc.com.au,
Marine Parade,Greenmount,thcslsc@bigpond.net.au,Tweed Heads Coolangatta SLSC,07 5536 5024,07 5536 1506,Point Danger Branch,4225,QLD,www.thcslsc.com.au,
,,,Port Phillip District,,,Life Saving Victoria,,Unknown,,
127 Esplanade,Altona (Main),admin@altonalsc.com.au,Altona LSC,,0438939880,Port Phillip District,3018,VIC,www.altonalsc.com.au,
11 Elwood Foreshore,Elwood,elsc11ef@bigpond.net.au,Elwood LSC,,03 9531 5755,Port Phillip District,3184,VIC,www.elwoodlsc.com,
38 Beaconsfield Parade,Port Melbourne,president@portmelblsc.com.au,Port Melbourne LSC,03 9646 8773,03 9646 8773,Port Phillip District,3207,VIC,www.portmelblsc.com.au,
240 The Boulevard,Sandridge,email@sandridge.org.au,Sandridge LSC,03 9820 4089,03 9820 6313,Port Phillip District,3207,VIC,www.sandridge.org.au,
Beaconsfield Parade (Opp Withers St),South Melbourne,registrar@southmelbournelsc.com.au,South Melbourne LSC,,0488065437,Port Phillip District,3206,VIC,www.southmelbournelsc.com.au,
43 Jacka Blvrd,St Kilda,enquiries@stkildalifesavingclub.com.au,St Kilda LSC,,0475 896 605,Port Phillip District,3182,VIC,www.stkildalifesavingclub.com.au,
Gloucester Reserve 70 Esplanade,Williamstown,info@williamstownslsc.org.au,Williamstown Swimming and LSC (Inc.),,03 9397 5493,Port Phillip District,3016,VIC,www.williamstownslsc.org.au,
,,,Rural Queensland Clubs,,,Surf Life Saving Queensland,,QLD,,
,,,SLSA Events Branch,,,Surf Life Saving Queensland,,QLD,www.sls.com.au,
,,,South Barwon District,,,Life Saving Victoria,,Unknown,,
100 Great Ocean Road,Anglesea,info@angleseaslsc.org.au,Anglesea SLSC,03 5263 1108,03 5263 1107,South Barwon District,3230,VIC,www.angleseaslsc.org.au,
Clubhouse Road,Jan Juc,info@janjucsurfclub.com.au,Jan Juc SLSC,03 5261 2755,03 5261 2755,South Barwon District,3228,VIC,janjucsurfclub.com.au,
Surf Beach Drive,Torquay,info@torquayslsc.com.au,Torquay SLSC,03 5261 4209,03 5261 4110,South Barwon District,3228,VIC,www.torquayslsc.com.au,
178 Hedges Avenue,,southcoastbranch@lifesaving.com.au,South Coast Branch,07 5535 3246,07 5566 1000,Surf Life Saving Queensland,4218,QLD,http://slsqsouthcoast.com.au/,
27 Broadbeach Boulevard,Broadbeach,broadbeachslsc@bigpond.com,Broadbeach SLSC,07 5538 1651,07 5527 5154,South Coast Branch,4218,QLD,www.broadbeachslsc.com,
Goodwin Terrace,Burleigh Heads,admin@burleighslsc.com.au,Burleigh Heads Mowbray Park SLSC,07 5520 1661,07 5535 2419,South Coast Branch,4220,QLD,www.burleighslsc.com.au,
Victoria Parade,Main Beach,sbhorsfall@optusnet.com.au,Coochiemudlo Island SLSC,,,South Coast Branch,4184,QLD,,
Old Burleigh Road,Kurrawa,lifesaving@kurrawasurf.com.au,Kurrawa SLSC,07 5527 5566,07 5527 5660,South Coast Branch,4218,QLD,www.kurrawasurf.com.au,
172 Hedges Avenue,Mermaid Beach,admin@mermaidslsc.org.au,Mermaid Beach SLSC Inc,0755752489,0755753668,South Coast Branch,4218,QLD,www.mermaidslsc.org.au,
2 Hythe Street,Miami Beach,mbslsc2@bigpond.com,Miami Beach SLSC,,07 5572 0353,South Coast Branch,4220,QLD,http://www.miamibeachslsc.com.au,
Cr Lavarack Rd and Albatross Ave,Nobbys Beach,admin@nobbysslsc.org,Nobbys Beach SLSC (QLD),,07 5526 1117,South Coast Branch,4218,QLD,www.nobbysslsc.com.au,
Cnr Kratzmann Ave and The Esplanade,North Burleigh,office@northburleighslsc.com.au,North Burleigh SLSC,07 5576 2016,07 5576 1604,South Coast Branch,4220,QLD,www.northburleighslsc.com.au,
Cnr Garfield Tce and Thornton St,Northcliffe,info@northcliffesurfclub.com.au,Northcliffe SLSC,07 5531 7071,07 5539 8091,South Coast Branch,4217,QLD,http://www.bmdnorthcliffe.com.au/index.vm,
24 Kennedy Drive,Point Lookout,admin@pointlookoutslsc.com.au,Point Lookout SLSC,,0428 771 377,South Coast Branch,4183,QLD,http://www.pointlookoutslsc.com.au,
Macarthur Parade,Southport,admin@sslsc.com.au,Southport SLSC (QLD),07 5531 2217,07 5665 3939,South Coast Branch,4217,QLD,www.sslsc.com.au,
Cnr Halan St and The Esplanade,Surfers Paradise,admin@surfersparadiseslsc.com.au,Surfers Paradise SLSC,07 5539 9466,07 5531 5966,South Coast Branch,4217,QLD,www.surfersparadiseslsc.com.au,
,,scsls@bigpond.net.au,South Coast Branch (NSW),,,Surf Life Saving New South Wales,,Unknown,southcoastbranch.com.au,
Pacific Avenue (Southern End),Werri Beach,info@gerringongsurfclub.org.au,Gerringong SLSC,02 4234 2979,02 4234 1979,South Coast Branch (NSW),2534,NSW,gerringongsurfclub.org.au,
150 North Kiama Drive,Jones/Boyds Beach,club@kiamadownssurf.com,Kiama Downs SLSC,0242375074,0242378580,South Coast Branch (NSW),2533,NSW,www.kiamadownssurf.com,
Manning Street,Surf Beach,secretary@kiamaslsc.com.au,Kiama SLSC,,02 4232 2038,South Coast Branch (NSW),2533,NSW,www.kiamaslsc.com.au,
Ocean Street,Mollymook,admin@mollymooksurf.com.au,Mollymook Surf Life Saving Club Inc.,,02 4455 2725,South Coast Branch (NSW),2539,NSW,www.mollymooksurf.com.au,
Farrant Avenue-,Warrain Beach,nowrculb@bigpond.net.au,Nowra-Culburra SLSC,,02 4447 2038,South Coast Branch (NSW),2540,NSW,nowraculburraslsc.asn.au,
Corner Wollongong and Beach Street,Shellharbour North/Nuns Beach,info@shellharboursurfclub.com,Shellharbour SLSC,,0242 966211,South Coast Branch (NSW),2529,NSW,www.shellharboursurfclub.com,
McIntosh St,Seven Mile Beach,secretary@headssurf.com.au,Shoalhaven Heads SLSC,,02 4448 7293,South Coast Branch (NSW),2535,NSW,www.headssurf.com.au,
Pacificana Drive,Cudmirrah Beach,info@sussexinletslsc.com.au,Sussex Inlet and Districts SLSC,,0244411239,South Coast Branch (NSW),2540,NSW,http://sussexinletslsc.com.au,
7 Osborne Pde,Warilla Barrack,info@warillasurf.org.au,Warilla Barrack Point SLSC,,0242964743,South Coast Branch (NSW),2528,NSW,www.warillasurf.org.au,
Lot 697 Parkyn Parade,,ssbranch@lifesaving.com.au,Sunshine Coast Branch,07 5444 7955,07 54141600,Surf Life Saving Queensland,4557,QLD,www.rescuesunshinecoast.com,
167 Alexandra Parade,Alexandra Headland,lifesavers@alexsurfclub.com.au,Alexandra Headland SLSC,0754438793,0754567804,Sunshine Coast Branch,4572,QLD,www.alex.org.au,
North Street,Woorim,bribiesc@bigpond.com,Bribie Island SLSC,,07 3408 1188,Sunshine Coast Branch,4507,QLD,,
29 The Esplanade. (Beach Access 299),Bulcock,,Bulcock Royal Life Saving Club,,,Sunshine Coast Branch,4551,QLD,,
1775-1779 David Low Way,Coolum,lifesaving@coolumsurfclub.com.au,Coolum Beach SLSC,07 5471 6473,07 5446 1148,Sunshine Coast Branch,4573,QLD,www.coolumsurfclub.com.au,
1a Coochin Street,Dicky,lifesaving@dickybeachsurfclub.com,Dicky Beach SLSC,07 5438 2152,07 5491 5742,Sunshine Coast Branch,4551,QLD,www.dickybeachsurfclub.com,
99 Pacific Boulevard,Kawana,surfadmin@kawanasurfclub.com.au,Kawana Waters SLSC,,07 5444 8642,Sunshine Coast Branch,4575,QLD,www.kawanasurfclub.com.au,
64 - 76 Marcoola Esplanade,Marcoola,administrator@marcoolaslsc.com.au,Marcoola SLSC,07 5448 9321,07 5448 7311,Sunshine Coast Branch,4564,QLD,www.marcoolaslsc.com.au,
34-36 Alexandra Parade,Maroochydore,lifesaving@maroochysurfclub.com.au,Maroochydore SLSC,07 5443 8963,07 5443 1323,Sunshine Coast Branch,4558,QLD,www.maroochysurfclub.com.au,
1 Spender Lane - Kings Beach,Kings (Caloundra),info@caloundrasurfclub.com.au,Metropolitan Caloundra SLSC,07 5492 5730,07 5491 1081,Sunshine Coast Branch,4551,QLD,www.caloundrasurfclub.com.au,
The Esplanade,Mooloolaba,lifesavers@thesurfclub.com.au,Mooloolaba SLSC,0754444999,0754523711,Sunshine Coast Branch,4557,QLD,www.thesurfclub.com.au,
Mudjimba Esplanade,Mudjimba,admin@mudjimbasurf.com.au,Mudjimba SLSC,07 5448 7035,07 5448 7080,Sunshine Coast Branch,4564,QLD,www.mudjimbasurf.com.au,
69 Hasting Street,Noosa,admin@noosasurfclub.com.au,Noosa Heads SLSC,07 5448 0866,07 5474 5688,Sunshine Coast Branch,4567,QLD,http://www.noosasurfclub.com.au,
Wide Bay Esplanade,Rainbow Beach,surf@rainbowbeachsurf.com.au,Rainbow Beach SLSC,07 5486 3017,07 5486 3249,Sunshine Coast Branch,4581,QLD,www.rainbowbeachsurf.com.au,
Lot 1 Marine Parade,Suttons-Margate,redcliffeslsc@gmail.com,Redcliffe Peninsula SLSC,,07 3284 4105,Sunshine Coast Branch,4020,QLD,www.redcliffeslsc.com.au,
Cnr Belmore Terrace and Duke Street,Sunshine,lifesaving@sunshinebeachslsc.com.au,Sunshine Beach SLSC,07 5447 2005,07 5447 5491,Sunshine Coast Branch,4567,QLD,www.sunshinebeachslsc.com.au,
,,,Surf Life Saving Australia Academy Branch,,,Surf Life Saving New South Wales,,NSW,,
,,,Surf Life Saving Australia Academy,,,Surf Life Saving Australia Academy Branch,,Unknown,http://sls.com.au/what-we-do/training,
7-4 Teamster Close,,office@slscc.com.au,Surf Life Saving Central Coast,02 43530298,02 43530299,Surf Life Saving New South Wales,2259,NSW,www.slscc.com.au,
10 Vine Street,Avoca Beach,office@avocabeachslsc.asn.au,Avoca Beach SLSC,,02 4382 1514,Surf Life Saving Central Coast,2251,NSW,www.avocabeachslsc.asn.au,
Del Monte Place,Copacabana,admin@copacabanaslsc.org.au,Copacabana SLSC,,02 4381 1420,Surf Life Saving Central Coast,2251,NSW,www.copacabanaslsc.org.au,
Beach Drive,Putty/Killcare Beach,secretary@killcaresurfclub.com.au,Killcare SLSC,,,Surf Life Saving Central Coast,2257,NSW,www.killcaresurfclub.com.au,
100 Marine Parade,Macmasters Beach,macmastersslsc@bigpond.com,MacMasters Beach SLSC,02 4381 2034,02 4381 1234,Surf Life Saving Central Coast,2251,NSW,www.macmastersbeachslsc.com,
North Avoca Parade,North Avoca,office@northavocaslsc.com.au,North Avoca SLSC,,024384360,Surf Life Saving Central Coast,2260,NSW,www.northavoca.com.au,
77 Hutton Rd,Tuggerah/North Entrance Beach,neslsc@yahoo.com.au,North Entrance SLSC,,02 4334 3755,Surf Life Saving Central Coast,2261,NSW,www.northentranceslsc.com.au,
Trafalgar Avenue (Cnr The Esplanade),Ocean Beach,ad-dir-obslsc@hotmail.com,Ocean Beach SLSC,,02 4344 2800,Surf Life Saving Central Coast,2257,NSW,oceanbeachslsc.com,
75 Shelly Beach Road,Shelly Beach,blondenz@optusnet.com.au,Shelly Beach SLSC,,4332 1623,Surf Life Saving Central Coast,2261,NSW,www.shellybeachsurfclub.com,
Soldiers Point Drive,Soldiers Beach,surfclub@soldiersbeachsurfclub.com.au,Soldiers Beach SLSC,,02 4396 4376,Surf Life Saving Central Coast,2263,NSW,www.soldiersbeachsurfclub.com.au,
Terrigal Esplanade,Terrigal,office@terrigalsurfclub.com,Terrigal SLSC,0243856944,0243856933,Surf Life Saving Central Coast,2260,NSW,www.terrigalsurfclub.com,
Marine Parade,The Entrance,theentrancesecretary@gmail.com,The Entrance SLSC,,02 4334 2844,Surf Life Saving Central Coast,2261,NSW,www.theentranceslsc.com.au,
Budgewoi Road,Lakes Beach,admin@thelakesslsc.com.au,The Lakes SLSC,,024396 4047,Surf Life Saving Central Coast,2262,NSW,www.thelakesslsc.com.au,
Swadling Reserve Dv- off Bay Rd 160 Bay Road,Toowoon Bay,admin@tbslsc.com.au,Toowoon Bay SLSC,02 4332 7420,02 4332 2411,Surf Life Saving Central Coast,2261,NSW,www.toowoonsurfclub.com.au,
509 Ocean Beach Road,Umina Beach,admin@uminaslsc.org.au,Umina SLSC Inc,02 4342 0320,02 4342 0320,Surf Life Saving Central Coast,2257,NSW,www.uminaslsc.org.au,
1 Dover Road,Wamberal,admin@wamberalsurfclub.com,Wamberal SLSC Inc.,,0243852322,Surf Life Saving Central Coast,2260,NSW,www.wamberalsurfclub.com,
64 Smith St,,office@slsillawarra.com.au,Surf Life Saving Illawarra,02 4226 9080,02 4228 3884,Surf Life Saving New South Wales,2500,NSW,www.slsillawarra.com.au,
Lawrence Hargrave Drive,Austinmer Beach,stephen.perkiss@bigpond.com,Austinmer SLSC Inc.,,0242673765,Surf Life Saving Illawarra,2515,NSW,www.austinmersurfclub.com.au,
Morgan Place,Bellambi Beach,bellambislsc@hotmail.com,Bellambi SLSC,,0242848491,Surf Life Saving Illawarra,2518,NSW,,
Trinity Row,Bulli Beach,seanleannetaylor@bigpond.com,Bulli SLSC,,,Surf Life Saving Illawarra,2516,NSW,www.bullisurfclub.com.au,
Surf Road,Coalcliff Beach,clubcaptain@coalcliffslsc.com.au,Coalcliff SLSC,,,Surf Life Saving Illawarra,2508,NSW,www.coalcliffslsc.com.au,
Lawrence Hargrave Drive,Coledale Beach,kevin.barlow@corrosionelectronics.com.au,Coledale SLSC,,,Surf Life Saving Illawarra,2515,NSW,www.coledalebeach.com.au,
Lake Parade,Corrimal Beach,corrimalsurfclub@gmail.com,Corrimal SLSC,,0242843959,Surf Life Saving Illawarra,2518,NSW,,
Elliots Road,Towradgi/Fairy Meadow,scott.karenallan@bigpond.com,Fairy Meadow SLSC,0242841852,0242840431,Surf Life Saving Illawarra,2519,NSW,www.fairymeadowsurfclub.com.au,
Lot 20 Beach Road,Stanwell Park,hsp@stanwellparksurfclub.com,Helensburgh-Stanwell Park SLSC,,(02) 4294-1573,Surf Life Saving Illawarra,2508,NSW,www.stanwellparksurfclub.com,
1A Cliff Rd,North Wollongong Beach,the_office@nwslsc.com.au,North Wollongong SLSC,(02) 42294399,(02) 42297387,Surf Life Saving Illawarra,2500,NSW,http://www.nwslsc.com,
Lot 1 Cowper Street,Perkins,secretary@portkemblasurfclub.com.au,Port Kembla SLSC,,0498 492 590,Surf Life Saving Illawarra,2505,NSW,http://www.portkemblasurfclub.com.au,
Point Street,Sandon Point Beach,secretary@sandonpointsurfclub.org.au,Sandon Point SLSC,,,Surf Life Saving Illawarra,2516,NSW,www.sandonpointsurfclub.org.au,
Monash Street,Scarborough Beach,info@scarboroughwombarraslsc.org,Scarborough Wombarra SLSC,,,Surf Life Saving Illawarra,2515,NSW,www.scarboroughwombarraslsc.org,
The Esplanade,Thirroul Beach6,info@thirroulsurfclub.com.au,Thirroul SLSC,,02 4267 3432,Surf Life Saving Illawarra,2515,NSW,www.thirroulsurfclub.com.au,
1 Murranar Rd,Towradgi,president@towradgisurfclub.com.au,Towradgi SLSC,02 4285 0622,0404 134 012,Surf Life Saving Illawarra,2518,NSW,http://www.towradgisurfclub.com.au,
Fern Street,Windang Beach,windangsecretary@hotmail.com,Windang SLSC,,,Surf Life Saving Illawarra,2528,NSW,www.windangslsc.com.au,
Marine Pde,Wollongong City Beach,peterhogarth@bigpond.com,Wollongong City SLSC Inc.,42292994,42291994,Surf Life Saving Illawarra,2520,NSW,www.wollongongcityslsc,
Kurraba Rd,Woonona Beach,woononascsecretary@gmail.com,Woonona SLSC,,02 4285 8180,Surf Life Saving Illawarra,2517,NSW,www.woononaslsc.com.au,
Central Road,,joanne.is@bigpond.com,Surf Life Saving Mid North Coa,,,Surf Life Saving New South Wales,2444,NSW,www.slsmnc.com.au,
128 The Parade,Grants/North Haven Beach,secretary@chslsc.com,Camden Haven SLSC,,02 6559 8592,Surf Life Saving Mid North Coa,2443,NSW,www.chslsc.com,
Myrtle St,Hat Head,mike.stevo1@bigpond.com,Hat Head SLSC,,0265677562,Surf Life Saving Mid North Coa,2440,NSW,,
Reserve Road,Killick Beach,mauriefuller@gmail.com,Kempsey-Crescent Head SLSC,,02 6566 0344,Surf Life Saving Mid North Coa,2440,NSW,nil,
Scotts Head Reserve- Short Street,Forster (South)/Scotts Head,admin@macksvillescottsheadslsc.com,Macksville-Scotts Head SLSC Inc,,0265698498,Surf Life Saving Mid North Coa,2447,NSW,www.macksvillescottsheadslsc.com,
1 Tuppenny Lane,Flynns Beach,secretary@pmslsc.com.au,Port Macquarie SLSC,,0265837551,Surf Life Saving Mid North Coa,2444,NSW,http://www.pmslsc.com.au,
Horseshoe Bay Reserve Livingstone St,Front Beach,functions@swrslsc.org.au,South West Rocks SLSC,,02 6566 6590,Surf Life Saving Mid North Coa,2431,NSW,www.swrslsc.org.au,
40 Matthew Flinders Drive,Tacking Point/Lighthouse,admin@tackingpointslsc.com.au,Tacking Point SLSC,0265824006,0265820064,Surf Life Saving Mid North Coa,2444,NSW,www.tackingpointslsc.com.au,
6 Beach Street,Rainbow Beach,pkspksmith@yahoo.com.au,Wauchope Bonny Hills SLSC,,,Surf Life Saving Mid North Coa,2445,NSW,www.wbhslsc.org.au,
Lot 196 Leisure Park Rd,,northqueensland@lifesaving.com.au,Surf Lifesaving North Queensland,,07 40491201,Surf Life Saving Queensland,4878,QLD,,
135 Williams Esplanade,Palm Cove,surf.admin@cairnssurfclub.com.au,Cairns SLSC,07 4059 1362,07 4059 1263,Surf Lifesaving North Queensland,4879,QLD,,
Captain Cook Highway,Ellis,ellis.slsc@bigpond.com,Ellis Beach SLSC,07 4059 1634,07 4055 3695,Surf Lifesaving North Queensland,4879,QLD,www.ellisbeachslsc.com,
Etty Bay Road,Etty Bay,alanaw65@bigpond.com,Etty Bay SLSC,,07 40632237,Surf Lifesaving North Queensland,4860,QLD,,
154 Kennedy Esplanade,Mission Beach,missionbeachslsc@gmail.com,Mission Beach SLSC,0740688404,0740688228,Surf Lifesaving North Queensland,4852,QLD,,
The Esplanade,Port Douglas (Four Mile),pdslsc@bigpond.com,Port Douglas SLSC,07 4099 6324,07 4099 5360,Surf Lifesaving North Queensland,4877,QLD,http://www.facebook.com/PortDouglasSurfLifesavingClub,
,,,Surf Life Saving NSW Academy Branch,,,Surf Life Saving New South Wales,,NSW,,
3 Narabang Way,,education@surflifesaving.com.au,Surf Life Saving NSW Academy,0294718001,0294718000,Surf Life Saving NSW Academy Branch,2085,NSW,www.surflifesaving.com.au,
,,,Surf Life Saving NT Academy Branch,,,Surf Life Saving Northern Territory,,NT,,
62 Aralia Street,,julie.snelling@lifesavingnt.com.au,Australian Lifesaving Academy - NT,08 8985 4737,08 8985 6588,Surf Life Saving NT Academy Branch,0810,NT,www.lifesavingnt.com.au,
,,,Surf Life Saving QLD Academy Branch,,,Surf Life Saving Queensland,,QLD,,
,,,Academy of Surf,,,Surf Life Saving QLD Academy Branch,,,,
,,,Accredited Emergency Care Training,,,Surf Life Saving QLD Academy Branch,,,,
,,,Alexandra Headlands SLSC (Licensed Provider),,,Surf Life Saving QLD Academy Branch,,,,
,,,Aquatic Safety Trainers,,,Surf Life Saving QLD Academy Branch,,,,
,,,Australian Lifesaving Academy NT Licensed Provider,,,Surf Life Saving QLD Academy Branch,,,,
,,,BMD Northcliffe SLSC (Licensed Provider),,,Surf Life Saving QLD Academy Branch,,,,
,,,Boyne Island,,,Surf Life Saving QLD Academy Branch,,,,
,,,Broadbeach SLSC (Licensed Provider),,,Surf Life Saving QLD Academy Branch,,,,
,,,Burleigh Heads SLSC (Licensed Provider),,,Surf Life Saving QLD Academy Branch,,,,
,,,Cairns SLSC (Licensed Provider),,,Surf Life Saving QLD Academy Branch,,,,
,,,Elanora State High School,,,Surf Life Saving QLD Academy Branch,,,,
,,,GEMCO,,,Surf Life Saving QLD Academy Branch,,,,
,,,Hulbert Investments Pty Ltd,,,Surf Life Saving QLD Academy Branch,,,,
,,,Kirra First Aid,,,Surf Life Saving QLD Academy Branch,,,,
,,,Loganlea,,,Surf Life Saving QLD Academy Branch,,,,
,,,Mackay SLSC (Licensed Provider),,,Surf Life Saving QLD Academy Branch,,,,
,,,M and D Training,,,Surf Life Saving QLD Academy Branch,,,,
,,,Mooloolaba SLSC (Licensed Provider),,,Surf Life Saving QLD Academy Branch,,,,
69 Hastings Street,,admin@noosasurfclub.com.au,Noosa Heads Surf Lifesaving Club Inc,07 5448 0866,07 5474 5688,Surf Life Saving QLD Academy Branch,4567,QLD,www.noosasurfclub.com.au,
,,,Palm Beach Currumbin State High School,,,Surf Life Saving QLD Academy Branch,,,,
,,,Pine Rivers State High School,,,Surf Life Saving QLD Academy Branch,,,,
,,,Point Lookout SLSC (Licensed Provider),,,Surf Life Saving QLD Academy Branch,,,,
,,,QLD First Aid and Aquatic Rescue Educators,,,Surf Life Saving QLD Academy Branch,,,,
,,,Ryan Catholic College,,,Surf Life Saving QLD Academy Branch,,,,
,,,Surf Life Saving QLD Academy,,,Surf Life Saving QLD Academy Branch,,,,
,,,Tallebudgera Training and Education,,,Surf Life Saving QLD Academy Branch,,,,
,,,Westpac Rescue Helicopter Services (Qld),,,Surf Life Saving QLD Academy Branch,,,,
,,,Wide Bay Capricorn Branch SLSQ (Licensed Provider),,,Surf Life Saving QLD Academy Branch,,,,
,,,Surf Life Saving QLD Misc Branch,,,Surf Life Saving Queensland,,QLD,http://www.lifesaving.com.au,
18 Manning Street,,brisbane@lifesaving.com.au,Brisbane Lifesaving Service,0738468008,0738468128,Surf Life Saving QLD Misc Branch,4101,QLD,http://www.lifesaving.com.au/brisbanelifesaving,
,,,Surf Life Saving SA Academy Branch,,,Surf Life Saving South Australia Inc,,SA,,
,,,Surf Life Saving SA Academy,,,Surf Life Saving SA Academy Branch,,,,
,,,Surf Life Saving SA Vacswim,,,Surf Life Saving SA Academy Branch,,,,
Prince Henry 16  Murra Murra Place,,admin@surflifesavingsydney.com.au,Surf Life Saving Sydney Inc,9019 0720,9019 0722,Surf Life Saving New South Wales,2036,NSW,www.surflifesavingsydney.com.au,
Queen Elizabeth Drive,Bondi Beach (South),info@bondisurfclub.com,Bondi Surf Bathers LSC,9300 9596,9300 9279,Surf Life Saving Sydney Inc,2026,NSW,www.bondisurfclub.com,
Bronte Beach,Bronte Beach,admin@brontesurfclub.com.au,Bronte SLSC,,0293896500,Surf Life Saving Sydney Inc,2024,NSW,www.brontesurfclub.com.au,
Royal National Park,Burning Palms,info@burningpalmsslsc.com.au,Burning Palms SLSC,,0419133990,Surf Life Saving Sydney Inc,,NSW,www.burningpalmsslsc.com.au,
End of Clovelly Rd,Clovelly Beach,clovellyslsc@optusnet.com.au,Clovelly SLSC,02 9315 7412,02 9665 1441,Surf Life Saving Sydney Inc,2031,NSW,www.clovellysurfclub.com.au,
Cnr Beach and Carr Sts,Coogee,admin@coogeeslsc.com.au,Coogee SLSC (NSW),02 9665 4925,02 9665 5138,Surf Life Saving Sydney Inc,2034,NSW,www.coogeesurfclub.com.au,
Club House 1st Floor The Esplanade,Cronulla Beach,admin@cronullasurfclub.com,Cronulla SLSC,0295273847,0295235300,Surf Life Saving Sydney Inc,2230,NSW,www.cronullasurfclub.com,
Mitchell Rd,Elouera Beach,info@elouera.com,Elouera SLSC,0295444398,0295237295,Surf Life Saving Sydney Inc,2230,NSW,www.elouera.com,
17 Coora Rd,South Era Beach,weedenkelly@gmail.com,Era SLSC,,,Surf Life Saving Sydney Inc,2228,NSW,www.eraslsc.com,
Garie Beach - Garie Beach Rd,Garie Beach,admin@gariesurfclub.com,Garie SLSC Inc,,,Surf Life Saving Sydney Inc,,NSW,www.gariesurfclub.com,
Marine Parade,Maroubra Beach (north),maroubra@bigpond.net.au,Maroubra SLSC,,0293491336,Surf Life Saving Sydney Inc,2035,NSW,www.maroubraslsc.com.au,
